OrderID,OrderDate,ProductID,CustomerID,ProvinceID,Province,Quantity,UnitPrice,Discount
2307,2024-08-22,P005,C0526,101,Buenos Aires,12,285299.25,0.0
2308,2025-10-30,P018,C1132,108,Entre Ríos,6,319093.85,0.0
2309,2025-07-05,P005,C1182,111,La Pampa,7,271034.29,0.05
2310,2025-03-07,P013,C0818,107,Corrientes,4,36031.15,0.0
2311,2025-09-19,P018,C0489,116,Río Negro,10,303139.16,0.05
2312,2024-02-20,P020,C0939,123,Tierra del Fuego,5,516508.85,0.05
2313,2024-04-26,P010,C0667,110,Jujuy,12,760255.38,0.05
2314,2025-07-29,P023,C0353,108,Entre Ríos,7,845574.11,0.0
2315,2025-05-16,P014,C0329,101,Buenos Aires,10,590578.14,0.05
2316,2024-08-09,P015,C0336,124,Tucumán,7,930127.8,0.0
2317,2024-06-23,P030,C0290,107,Corrientes,4,250066.58,0.0
2318,2023-03-21,P013,C0905,113,Mendoza,11,34229.59,0.05
2319,2024-07-09,P017,C0834,110,Jujuy,10,142871.49,0.0
2320,2023-05-22,P005,C1294,113,Mendoza,4,285299.25,0.0
2321,2023-07-16,P026,C0177,102,Ciudad Autónoma de Buenos Aires,2,135812.06,0.2
2322,2025-01-02,P018,C1030,101,Buenos Aires,1,303139.16,0.05
2323,2024-02-18,P022,C0253,113,Mendoza,8,645262.17,0.0
2324,2023-07-07,P008,C1297,117,Salta,14,427328.99,0.1
2325,2023-07-23,P011,C0972,101,Buenos Aires,1,133425.42,0.2
2326,2023-05-02,P004,C0123,102,Ciudad Autónoma de Buenos Aires,7,625373.52,0.2
2327,2023-06-27,P013,C0252,121,Santa Fe,12,36031.15,0.0
2328,2024-02-12,P009,C0301,118,San Juan,3,58580.61,0.2
2329,2023-04-13,P023,C1439,102,Ciudad Autónoma de Buenos Aires,9,845574.11,0.0
2330,2024-12-19,P009,C0784,115,Neuquén,8,69564.47,0.05
2331,2023-01-30,P003,C1110,102,Ciudad Autónoma de Buenos Aires,12,63224.17,0.05
2332,2024-07-25,P017,C0806,102,Ciudad Autónoma de Buenos Aires,2,128584.34,0.1
2333,2023-01-27,P014,C1106,115,Neuquén,15,590578.14,0.05
2334,2024-08-12,P004,C0715,121,Santa Fe,1,703545.21,0.1
2335,2023-02-17,P003,C0545,111,La Pampa,9,59896.58,0.1
2336,2025-09-07,P023,C0620,102,Ciudad Autónoma de Buenos Aires,13,845574.11,0.0
2337,2025-10-21,P007,C0907,106,Córdoba,6,219705.98,0.1
2338,2023-03-13,P015,C0724,102,Ciudad Autónoma de Buenos Aires,10,930127.8,0.0
2339,2024-06-29,P017,C0346,115,Neuquén,15,135727.92,0.05
2340,2025-10-14,P028,C1348,106,Córdoba,3,330098.02,0.0
2341,2023-11-25,P010,C0732,121,Santa Fe,1,800268.82,0.0
2342,2025-11-02,P017,C0133,108,Entre Ríos,9,142871.49,0.0
2343,2025-04-18,P026,C0661,102,Ciudad Autónoma de Buenos Aires,7,152788.56,0.1
2344,2024-02-20,P016,C0571,102,Ciudad Autónoma de Buenos Aires,12,225289.98,0.2
2345,2023-03-15,P010,C0142,106,Córdoba,2,640215.06,0.2
2346,2023-03-31,P007,C1007,117,Salta,5,244117.75,0.0
2347,2024-07-06,P014,C0527,102,Ciudad Autónoma de Buenos Aires,10,590578.14,0.05
2348,2023-10-24,P016,C1138,123,Tierra del Fuego,2,281612.47,0.0
2349,2024-01-29,P015,C0438,121,Santa Fe,4,883621.41,0.05
2350,2025-06-03,P017,C0989,109,Formosa,7,128584.34,0.1
2351,2023-01-01,P025,C0467,101,Buenos Aires,11,298060.61,0.0
2352,2023-02-11,P003,C0314,101,Buenos Aires,10,66551.76,0.0
2353,2024-08-07,P002,C1342,116,Río Negro,7,240595.75,0.1
2354,2025-06-14,P019,C0755,101,Buenos Aires,14,23853.08,0.0
2355,2023-01-02,P020,C0310,117,Salta,5,516508.85,0.05
2356,2023-12-01,P004,C1458,107,Corrientes,11,781716.9,0.0
2357,2023-08-11,P021,C0765,114,Misiones,2,916260.87,0.0
2358,2025-01-19,P009,C0352,121,Santa Fe,2,62241.9,0.15
2359,2025-10-21,P026,C0395,106,Córdoba,6,161276.82,0.05
2360,2024-05-01,P016,C0430,101,Buenos Aires,6,253451.22,0.1
2361,2024-11-06,P030,C1472,109,Formosa,6,187549.94,0.25
2362,2024-08-11,P011,C0984,101,Buenos Aires,10,166781.77,0.0
2363,2023-05-01,P010,C0395,118,San Juan,1,760255.38,0.05
2364,2024-05-04,P003,C0150,123,Tierra del Fuego,1,66551.76,0.0
2365,2024-07-31,P030,C1089,106,Córdoba,7,200053.26,0.2
2366,2023-05-13,P024,C0199,115,Neuquén,8,76751.03,0.05
2367,2024-11-20,P004,C1481,107,Corrientes,11,664459.36,0.15
2368,2023-04-11,P015,C0579,115,Neuquén,1,930127.8,0.0
2369,2025-09-25,P014,C0335,113,Mendoza,6,497328.96,0.2
2370,2024-05-02,P005,C0533,123,Tierra del Fuego,10,285299.25,0.0
2371,2025-04-07,P014,C1007,101,Buenos Aires,11,590578.14,0.05
2372,2024-02-06,P006,C1104,114,Misiones,8,156823.47,0.0
2373,2023-12-18,P025,C1301,101,Buenos Aires,10,298060.61,0.0
2374,2023-09-01,P021,C1484,117,Salta,11,870447.83,0.05
2375,2023-10-02,P028,C0521,105,Chubut,2,313593.12,0.05
2376,2024-09-17,P002,C0306,104,Chaco,4,253962.18,0.05
2377,2025-01-03,P029,C0538,108,Entre Ríos,1,801000.62,0.0
2378,2023-02-14,P016,C0369,101,Buenos Aires,7,281612.47,0.0
2379,2025-04-23,P016,C0286,121,Santa Fe,2,239370.6,0.15
2380,2025-06-16,P006,C0401,113,Mendoza,12,156823.47,0.0
2381,2025-06-02,P021,C0995,106,Córdoba,14,870447.83,0.05
2382,2025-04-27,P025,C0186,106,Córdoba,8,283157.58,0.05
2383,2023-02-17,P028,C0495,101,Buenos Aires,14,313593.12,0.05
2384,2023-11-16,P009,C0466,106,Córdoba,4,73225.76,0.0
2385,2025-06-11,P028,C0403,101,Buenos Aires,12,330098.02,0.0
2386,2025-06-09,P030,C1330,123,Tierra del Fuego,1,200053.26,0.2
2387,2025-06-09,P014,C0908,104,Chaco,5,621661.2,0.0
2388,2025-11-02,P007,C1390,101,Buenos Aires,2,231911.86,0.05
2389,2023-07-11,P005,C1193,106,Córdoba,6,285299.25,0.0
2390,2025-06-07,P027,C0479,124,Tucumán,7,171444.6,0.0
2391,2024-07-10,P023,C1229,101,Buenos Aires,11,803295.4,0.05
2392,2025-09-10,P014,C0843,106,Córdoba,6,621661.2,0.0
2393,2023-10-06,P005,C0269,106,Córdoba,6,271034.29,0.05
2394,2023-01-23,P012,C1396,101,Buenos Aires,5,8623.17,0.0
2395,2024-10-11,P010,C0537,101,Buenos Aires,3,640215.06,0.2
2396,2023-04-10,P004,C1338,121,Santa Fe,4,586287.68,0.25
2397,2024-08-04,P006,C1243,116,Río Negro,7,156823.47,0.0
2398,2023-11-21,P015,C0296,106,Córdoba,5,883621.41,0.05
2399,2024-12-07,P014,C1265,123,Tierra del Fuego,6,559495.08,0.1
2400,2024-07-08,P011,C0270,107,Corrientes,10,141764.5,0.15
2401,2025-08-27,P014,C1214,123,Tierra del Fuego,4,528412.02,0.15
2402,2023-04-07,P023,C0675,115,Neuquén,15,845574.11,0.0
2403,2025-08-24,P010,C1276,116,Río Negro,14,800268.82,0.0
2404,2025-03-05,P006,C0882,106,Córdoba,2,156823.47,0.0
2405,2023-10-07,P019,C1375,121,Santa Fe,1,21467.77,0.1
2406,2025-04-03,P021,C0993,108,Entre Ríos,3,916260.87,0.0
2407,2023-04-06,P024,C0290,112,La Rioja,6,64632.45,0.2
2408,2023-07-11,P003,C0488,119,San Luis,11,66551.76,0.0
2409,2025-02-02,P025,C1452,115,Neuquén,3,283157.58,0.05
2410,2023-12-08,P004,C0762,113,Mendoza,9,703545.21,0.1
2411,2024-09-05,P011,C1225,113,Mendoza,7,158442.68,0.05
2412,2024-11-30,P009,C0348,106,Córdoba,13,69564.47,0.05
2413,2025-11-18,P002,C0739,111,La Pampa,7,267328.61,0.0
2414,2023-06-08,P021,C0842,101,Buenos Aires,15,824634.78,0.1
2415,2023-04-12,P028,C0297,106,Córdoba,3,264078.42,0.2
2416,2023-10-19,P009,C0205,114,Misiones,14,58580.61,0.2
2417,2025-09-15,P022,C0595,106,Córdoba,5,516209.74,0.2
2418,2023-08-25,P026,C1238,102,Ciudad Autónoma de Buenos Aires,14,169765.07,0.0
2419,2023-12-01,P024,C0322,123,Tierra del Fuego,7,80790.56,0.0
2420,2023-01-24,P021,C0903,106,Córdoba,5,824634.78,0.1
2421,2025-03-02,P023,C0287,107,Corrientes,11,718737.99,0.15
2422,2025-07-25,P013,C0797,106,Córdoba,4,34229.59,0.05
2423,2025-01-15,P015,C0373,119,San Luis,6,930127.8,0.0
2424,2023-12-10,P014,C1412,108,Entre Ríos,9,590578.14,0.05
2425,2025-11-28,P015,C0051,117,Salta,14,930127.8,0.0
2426,2025-02-26,P007,C0184,101,Buenos Aires,1,244117.75,0.0
2427,2023-02-01,P029,C1131,108,Entre Ríos,11,640800.5,0.2
2428,2024-08-19,P029,C0296,106,Córdoba,4,760950.59,0.05
2429,2025-01-07,P010,C1312,119,San Luis,5,800268.82,0.0
2430,2024-01-08,P025,C1021,117,Salta,8,298060.61,0.0
2431,2025-06-09,P019,C0722,104,Chaco,13,20275.12,0.15
2432,2023-04-20,P007,C0335,107,Corrientes,1,244117.75,0.0
2433,2023-01-25,P021,C0475,106,Córdoba,11,870447.83,0.05
2434,2023-09-21,P025,C0753,115,Neuquén,5,298060.61,0.0
2435,2024-01-17,P020,C1472,123,Tierra del Fuego,1,543693.53,0.0
2436,2023-09-29,P002,C1494,121,Santa Fe,15,267328.61,0.0
2437,2025-11-25,P024,C0427,102,Ciudad Autónoma de Buenos Aires,7,72711.5,0.1
2438,2023-12-22,P005,C1350,102,Ciudad Autónoma de Buenos Aires,14,285299.25,0.0
2439,2025-11-15,P027,C1474,101,Buenos Aires,15,171444.6,0.0
2440,2023-07-18,P030,C1313,102,Ciudad Autónoma de Buenos Aires,2,250066.58,0.0
2441,2025-09-20,P006,C1466,106,Córdoba,14,156823.47,0.0
2442,2023-10-12,P020,C0999,115,Neuquén,8,434954.82,0.2
2443,2023-11-02,P014,C1500,106,Córdoba,4,621661.2,0.0
2444,2024-07-26,P012,C0378,102,Ciudad Autónoma de Buenos Aires,10,8623.17,0.0
2445,2024-11-24,P013,C0490,108,Entre Ríos,2,34229.59,0.05
2446,2025-10-16,P009,C0409,113,Mendoza,3,69564.47,0.05
2447,2023-12-07,P018,C1498,114,Misiones,3,319093.85,0.0
2448,2024-04-20,P021,C1034,104,Chaco,4,778821.74,0.15
2449,2024-04-15,P007,C0944,119,San Luis,15,195294.2,0.2
2450,2025-02-23,P012,C1231,123,Tierra del Fuego,7,8623.17,0.0
2451,2023-06-20,P017,C0504,113,Mendoza,12,142871.49,0.0
2452,2024-03-02,P006,C1060,121,Santa Fe,5,156823.47,0.0
2453,2023-02-09,P015,C1439,120,Santa Cruz,13,883621.41,0.05
2454,2023-06-21,P007,C0326,114,Misiones,8,231911.86,0.05
2455,2024-01-09,P015,C0380,121,Santa Fe,8,883621.41,0.05
2456,2023-11-10,P015,C0700,119,San Luis,8,930127.8,0.0
2457,2025-07-06,P015,C0741,101,Buenos Aires,8,930127.8,0.0
2458,2024-02-19,P011,C1343,115,Neuquén,8,166781.77,0.0
2459,2024-11-02,P010,C0163,113,Mendoza,11,640215.06,0.2
2460,2025-09-11,P012,C0108,101,Buenos Aires,2,6898.54,0.2
2461,2024-06-19,P009,C0334,121,Santa Fe,8,65903.18,0.1
2462,2025-03-09,P023,C1163,108,Entre Ríos,6,718737.99,0.15
2463,2024-07-28,P004,C1158,114,Misiones,1,781716.9,0.0
2464,2024-10-22,P023,C1416,113,Mendoza,7,761016.7,0.1
2465,2025-08-17,P011,C1240,113,Mendoza,8,150103.59,0.1
2466,2024-03-30,P011,C1467,110,Jujuy,8,158442.68,0.05
2467,2023-03-11,P007,C0115,106,Córdoba,1,244117.75,0.0
2468,2025-02-19,P010,C0571,101,Buenos Aires,1,800268.82,0.0
2469,2025-05-28,P026,C0257,121,Santa Fe,7,152788.56,0.1
2470,2023-12-07,P024,C0063,113,Mendoza,6,80790.56,0.0
2471,2024-01-12,P022,C1032,122,Santiago del Estero,7,612999.06,0.05
2472,2025-02-05,P021,C1082,114,Misiones,8,870447.83,0.05
2473,2025-01-19,P026,C0422,114,Misiones,14,169765.07,0.0
2474,2025-06-12,P008,C1497,110,Jujuy,11,474809.99,0.0
2475,2025-04-08,P026,C0836,122,Santiago del Estero,8,161276.82,0.05
2476,2025-07-01,P011,C1150,106,Córdoba,8,158442.68,0.05
2477,2024-03-09,P022,C0385,105,Chubut,3,612999.06,0.05
2478,2024-08-04,P023,C0336,106,Córdoba,13,845574.11,0.0
2479,2024-02-25,P015,C1138,101,Buenos Aires,3,930127.8,0.0
2480,2023-03-08,P009,C0192,116,Río Negro,7,73225.76,0.0
2481,2025-07-24,P011,C0247,110,Jujuy,15,166781.77,0.0
2482,2023-05-29,P001,C0878,103,Catamarca,14,169263.47,0.0
2483,2025-02-08,P003,C1261,114,Misiones,14,66551.76,0.0
2484,2025-04-24,P016,C0725,123,Tierra del Fuego,3,239370.6,0.15
2485,2024-01-17,P029,C0842,103,Catamarca,8,760950.59,0.05
2486,2025-02-01,P002,C0286,101,Buenos Aires,14,253962.18,0.05
2487,2023-12-18,P026,C0603,106,Córdoba,8,169765.07,0.0
2488,2024-01-04,P027,C0640,116,Río Negro,3,171444.6,0.0
2489,2023-09-25,P023,C0921,101,Buenos Aires,13,845574.11,0.0
2490,2024-07-25,P026,C0993,103,Catamarca,12,169765.07,0.0
2491,2023-11-24,P003,C1328,101,Buenos Aires,10,53241.41,0.2
2492,2023-12-28,P022,C1223,101,Buenos Aires,2,548472.84,0.15
2493,2023-11-01,P020,C0874,103,Catamarca,14,462139.5,0.15
2494,2025-08-01,P003,C1210,114,Misiones,5,66551.76,0.0
2495,2025-10-08,P025,C0361,118,San Juan,5,268254.55,0.1
2496,2024-11-20,P011,C0221,101,Buenos Aires,3,166781.77,0.0
2497,2023-04-19,P005,C0836,101,Buenos Aires,3,228239.4,0.2
2498,2025-04-18,P029,C0151,117,Salta,4,680850.53,0.15
2499,2025-06-25,P005,C0974,101,Buenos Aires,4,285299.25,0.0
2500,2023-02-08,P021,C0378,121,Santa Fe,1,870447.83,0.05
2501,2023-11-16,P020,C0672,113,Mendoza,3,516508.85,0.05
2502,2025-10-10,P030,C0946,101,Buenos Aires,4,237563.25,0.05
2503,2023-08-01,P029,C0442,118,San Juan,11,801000.62,0.0
2504,2023-05-06,P029,C0761,124,Tucumán,3,801000.62,0.0
2505,2025-09-06,P013,C0604,104,Chaco,3,32428.04,0.1
2506,2025-01-26,P009,C0253,121,Santa Fe,11,69564.47,0.05
2507,2025-06-01,P012,C1293,106,Córdoba,6,7760.85,0.1
2508,2024-05-30,P029,C0942,122,Santiago del Estero,8,720900.56,0.1
2509,2025-07-25,P027,C1195,108,Entre Ríos,5,145727.91,0.15
2510,2024-09-12,P022,C0052,106,Córdoba,11,612999.06,0.05
2511,2025-05-28,P016,C0211,117,Salta,8,267531.85,0.05
2512,2025-02-21,P020,C0745,115,Neuquén,8,543693.53,0.0
2513,2025-08-19,P001,C1293,106,Córdoba,7,169263.47,0.0
2514,2024-07-08,P022,C0336,109,Formosa,15,612999.06,0.05
2515,2023-01-24,P030,C0704,103,Catamarca,1,237563.25,0.05
2516,2025-11-17,P012,C0993,103,Catamarca,9,8623.17,0.0
2517,2023-07-31,P027,C1308,123,Tierra del Fuego,9,171444.6,0.0
2518,2023-09-19,P030,C0692,115,Neuquén,2,237563.25,0.05
2519,2024-12-12,P006,C1228,102,Ciudad Autónoma de Buenos Aires,5,141141.12,0.1
2520,2023-04-19,P024,C1177,102,Ciudad Autónoma de Buenos Aires,15,68671.98,0.15
2521,2025-11-11,P026,C1067,117,Salta,13,135812.06,0.2
2522,2024-10-28,P023,C1087,106,Córdoba,13,761016.7,0.1
2523,2024-10-07,P003,C0398,101,Buenos Aires,9,63224.17,0.05
2524,2023-07-18,P013,C0087,107,Corrientes,6,36031.15,0.0
2525,2024-03-25,P005,C0791,110,Jujuy,9,271034.29,0.05
2526,2024-11-04,P006,C0504,101,Buenos Aires,3,148982.3,0.05
2527,2023-12-24,P012,C1273,106,Córdoba,3,7329.69,0.15
2528,2024-12-14,P015,C0625,101,Buenos Aires,5,930127.8,0.0
2529,2025-09-20,P005,C0555,104,Chaco,3,285299.25,0.0
2530,2023-04-16,P015,C1403,124,Tucumán,3,744102.24,0.2
2531,2023-03-23,P012,C0357,113,Mendoza,13,8623.17,0.0
2532,2023-04-28,P030,C0599,102,Ciudad Autónoma de Buenos Aires,12,237563.25,0.05
2533,2023-02-06,P018,C1324,101,Buenos Aires,4,287184.46,0.1
2534,2025-09-25,P022,C0097,114,Misiones,11,612999.06,0.05
2535,2023-04-06,P030,C0048,101,Buenos Aires,2,250066.58,0.0
2536,2024-07-23,P017,C0146,109,Formosa,13,128584.34,0.1
2537,2024-11-04,P026,C1044,102,Ciudad Autónoma de Buenos Aires,12,152788.56,0.1
2538,2024-10-03,P006,C0330,117,Salta,1,117617.6,0.25
2539,2023-04-22,P007,C1365,114,Misiones,4,244117.75,0.0
2540,2024-10-24,P011,C1370,107,Corrientes,2,158442.68,0.05
2541,2023-11-01,P013,C0441,109,Formosa,15,34229.59,0.05
2542,2024-07-13,P005,C0271,108,Entre Ríos,5,285299.25,0.0
2543,2025-08-26,P009,C0448,102,Ciudad Autónoma de Buenos Aires,4,73225.76,0.0
2544,2024-08-02,P018,C0826,119,San Luis,3,271229.77,0.15
2545,2023-12-18,P026,C0734,123,Tierra del Fuego,7,152788.56,0.1
2546,2024-09-15,P011,C1317,114,Misiones,9,158442.68,0.05
2547,2024-10-23,P024,C0720,120,Santa Cruz,14,64632.45,0.2
2548,2023-08-01,P029,C0247,101,Buenos Aires,9,760950.59,0.05
2549,2025-01-04,P026,C1127,101,Buenos Aires,6,135812.06,0.2
2550,2024-12-19,P009,C0712,107,Corrientes,6,69564.47,0.05
2551,2025-07-23,P023,C0147,105,Chubut,8,845574.11,0.0
2552,2025-11-05,P007,C0984,102,Ciudad Autónoma de Buenos Aires,1,244117.75,0.0
2553,2025-02-26,P005,C1224,105,Chubut,6,228239.4,0.2
2554,2023-10-29,P012,C1294,117,Salta,10,8623.17,0.0
2555,2025-11-30,P021,C1148,101,Buenos Aires,1,916260.87,0.0
2556,2025-09-22,P024,C0971,106,Córdoba,13,80790.56,0.0
2557,2024-09-17,P030,C0700,101,Buenos Aires,9,237563.25,0.05
2558,2024-07-20,P009,C0511,116,Río Negro,12,58580.61,0.2
2559,2024-12-23,P014,C0183,101,Buenos Aires,10,528412.02,0.15
2560,2025-02-22,P017,C1242,105,Chubut,9,121440.77,0.15
2561,2023-08-22,P021,C0317,116,Río Negro,7,733008.7,0.2
2562,2024-11-21,P029,C0520,106,Córdoba,2,760950.59,0.05
2563,2024-12-15,P027,C1339,101,Buenos Aires,9,154300.14,0.1
2564,2023-07-04,P030,C0610,114,Misiones,4,225059.92,0.1
2565,2024-04-23,P028,C0769,117,Salta,6,297088.22,0.1
2566,2024-02-09,P027,C0705,106,Córdoba,4,171444.6,0.0
2567,2025-02-27,P007,C0607,108,Entre Ríos,2,244117.75,0.0
2568,2025-11-28,P025,C0733,114,Misiones,15,283157.58,0.05
2569,2024-01-18,P019,C1414,101,Buenos Aires,12,22660.43,0.05
2570,2023-10-03,P012,C0486,111,La Pampa,8,6898.54,0.2
2571,2024-09-30,P012,C0524,106,Córdoba,8,8623.17,0.0
2572,2025-04-02,P029,C0895,108,Entre Ríos,13,801000.62,0.0
2573,2023-05-28,P006,C0551,102,Ciudad Autónoma de Buenos Aires,8,156823.47,0.0
2574,2024-01-16,P013,C0058,101,Buenos Aires,2,36031.15,0.0
2575,2025-07-12,P012,C1084,121,Santa Fe,7,7760.85,0.1
2576,2023-03-21,P007,C1382,102,Ciudad Autónoma de Buenos Aires,6,244117.75,0.0
2577,2023-06-21,P020,C0122,117,Salta,1,489324.18,0.1
2578,2023-02-17,P018,C0045,123,Tierra del Fuego,9,319093.85,0.0
2579,2025-05-27,P025,C0126,121,Santa Fe,15,253351.52,0.15
2580,2023-05-04,P028,C0453,107,Corrientes,15,313593.12,0.05
2581,2025-11-03,P016,C1385,106,Córdoba,11,267531.85,0.05
2582,2025-01-03,P017,C1264,101,Buenos Aires,7,114297.19,0.2
2583,2024-04-08,P017,C0499,102,Ciudad Autónoma de Buenos Aires,11,135727.92,0.05
2584,2023-08-28,P001,C1180,107,Corrientes,7,160800.3,0.05
2585,2023-06-23,P012,C0157,109,Formosa,15,8623.17,0.0
2586,2024-03-26,P019,C0008,121,Santa Fe,1,19082.46,0.2
2587,2025-02-21,P011,C0690,101,Buenos Aires,6,166781.77,0.0
2588,2023-09-21,P006,C1101,121,Santa Fe,9,117617.6,0.25
2589,2025-06-27,P029,C0994,118,San Juan,5,801000.62,0.0
2590,2025-08-27,P003,C1380,102,Ciudad Autónoma de Buenos Aires,13,53241.41,0.2
2591,2025-03-10,P017,C1316,116,Río Negro,15,142871.49,0.0
2592,2023-04-14,P019,C0137,108,Entre Ríos,3,23853.08,0.0
2593,2023-11-16,P020,C1112,121,Santa Fe,15,543693.53,0.0
2594,2024-11-27,P019,C0392,112,La Rioja,7,23853.08,0.0
2595,2024-04-13,P008,C0478,102,Ciudad Autónoma de Buenos Aires,12,474809.99,0.0
2596,2025-07-18,P013,C0132,101,Buenos Aires,2,32428.04,0.1
2597,2024-08-08,P030,C1084,101,Buenos Aires,10,237563.25,0.05
2598,2025-06-20,P017,C1116,105,Chubut,10,142871.49,0.0
2599,2023-01-28,P018,C0020,124,Tucumán,11,319093.85,0.0
2600,2025-10-18,P021,C0007,101,Buenos Aires,8,687195.65,0.25
2601,2025-01-15,P009,C0512,108,Entre Ríos,12,73225.76,0.0
2602,2024-09-24,P016,C1135,113,Mendoza,5,225289.98,0.2
2603,2025-01-25,P003,C0505,120,Santa Cruz,12,56569.0,0.15
2604,2024-03-16,P011,C0573,101,Buenos Aires,10,166781.77,0.0
2605,2023-10-03,P015,C0789,102,Ciudad Autónoma de Buenos Aires,6,930127.8,0.0
2606,2024-06-02,P026,C1059,102,Ciudad Autónoma de Buenos Aires,14,169765.07,0.0
2607,2024-08-14,P015,C0930,101,Buenos Aires,1,883621.41,0.05
2608,2024-09-29,P008,C1423,122,Santiago del Estero,9,356107.49,0.25
2609,2024-11-05,P026,C0547,103,Catamarca,10,169765.07,0.0
2610,2025-09-13,P024,C0048,109,Formosa,9,72711.5,0.1
2611,2025-11-18,P002,C1175,102,Ciudad Autónoma de Buenos Aires,12,253962.18,0.05
2612,2025-04-11,P019,C0984,121,Santa Fe,6,22660.43,0.05
2613,2023-11-16,P030,C0886,106,Córdoba,5,250066.58,0.0
2614,2024-03-12,P005,C1135,101,Buenos Aires,8,285299.25,0.0
2615,2025-04-15,P025,C1125,102,Ciudad Autónoma de Buenos Aires,2,238448.49,0.2
2616,2024-01-23,P013,C0500,113,Mendoza,14,34229.59,0.05
2617,2024-06-24,P030,C0785,105,Chubut,5,237563.25,0.05
2618,2025-11-30,P027,C1269,119,San Luis,3,162872.37,0.05
2619,2023-07-01,P012,C0963,102,Ciudad Autónoma de Buenos Aires,1,8192.01,0.05
2620,2025-08-28,P003,C0863,113,Mendoza,13,56569.0,0.15
2621,2025-05-05,P025,C0349,102,Ciudad Autónoma de Buenos Aires,1,268254.55,0.1
2622,2025-01-20,P008,C0816,119,San Luis,8,474809.99,0.0
2623,2025-10-16,P006,C1245,101,Buenos Aires,7,133299.95,0.15
2624,2023-04-09,P012,C0090,116,Río Negro,11,6467.38,0.25
2625,2025-10-30,P015,C0907,109,Formosa,14,883621.41,0.05
2626,2025-07-20,P023,C0021,113,Mendoza,2,803295.4,0.05
2627,2023-03-21,P030,C1018,107,Corrientes,8,250066.58,0.0
2628,2024-07-02,P013,C0458,106,Córdoba,8,34229.59,0.05
2629,2025-09-11,P020,C0823,106,Córdoba,6,543693.53,0.0
2630,2025-07-18,P018,C0397,102,Ciudad Autónoma de Buenos Aires,13,319093.85,0.0
2631,2025-07-16,P003,C1367,121,Santa Fe,4,59896.58,0.1
2632,2025-07-03,P008,C1353,116,Río Negro,3,474809.99,0.0
2633,2024-10-13,P016,C0480,102,Ciudad Autónoma de Buenos Aires,3,253451.22,0.1
2634,2023-05-09,P018,C1125,120,Santa Cruz,2,319093.85,0.0
2635,2025-10-21,P026,C0593,116,Río Negro,9,135812.06,0.2
2636,2023-06-02,P025,C1458,114,Misiones,7,298060.61,0.0
2637,2025-07-18,P010,C1214,108,Entre Ríos,1,680228.5,0.15
2638,2023-06-18,P015,C1475,106,Córdoba,14,930127.8,0.0
2639,2024-12-14,P017,C0729,102,Ciudad Autónoma de Buenos Aires,7,142871.49,0.0
2640,2024-12-29,P021,C0535,102,Ciudad Autónoma de Buenos Aires,3,870447.83,0.05
2641,2024-09-16,P023,C0132,117,Salta,5,718737.99,0.15
2642,2023-01-18,P025,C0286,102,Ciudad Autónoma de Buenos Aires,3,283157.58,0.05
2643,2024-08-15,P019,C0056,101,Buenos Aires,6,23853.08,0.0
2644,2024-04-13,P011,C0173,106,Córdoba,12,150103.59,0.1
2645,2023-12-08,P005,C1033,101,Buenos Aires,4,256769.32,0.1
2646,2024-06-21,P024,C0264,101,Buenos Aires,4,72711.5,0.1
2647,2024-03-06,P009,C1431,106,Córdoba,14,62241.9,0.15
2648,2024-10-05,P023,C0181,115,Neuquén,3,803295.4,0.05
2649,2025-04-30,P013,C0517,118,San Juan,13,36031.15,0.0
2650,2024-10-22,P023,C0117,113,Mendoza,6,845574.11,0.0
2651,2025-05-12,P013,C1440,101,Buenos Aires,14,32428.04,0.1
2652,2023-05-05,P017,C0845,102,Ciudad Autónoma de Buenos Aires,6,142871.49,0.0
2653,2025-10-15,P003,C0247,122,Santiago del Estero,7,56569.0,0.15
2654,2023-08-13,P026,C0613,111,La Pampa,11,152788.56,0.1
2655,2024-11-09,P017,C0610,101,Buenos Aires,6,128584.34,0.1
2656,2023-04-02,P012,C1459,101,Buenos Aires,14,8192.01,0.05
2657,2025-08-31,P028,C0426,119,San Luis,5,297088.22,0.1
2658,2024-06-06,P017,C0635,113,Mendoza,2,121440.77,0.15
2659,2025-09-14,P006,C0744,101,Buenos Aires,3,156823.47,0.0
2660,2023-10-14,P016,C0688,108,Entre Ríos,15,281612.47,0.0
2661,2024-02-09,P026,C1053,102,Ciudad Autónoma de Buenos Aires,7,152788.56,0.1
2662,2023-08-21,P020,C1017,105,Chubut,2,516508.85,0.05
2663,2025-05-24,P028,C0570,101,Buenos Aires,2,330098.02,0.0
2664,2025-06-14,P011,C0170,121,Santa Fe,12,158442.68,0.05
2665,2023-02-23,P004,C1377,106,Córdoba,12,664459.36,0.15
2666,2024-02-22,P020,C1492,122,Santiago del Estero,12,434954.82,0.2
2667,2023-06-16,P004,C1442,102,Ciudad Autónoma de Buenos Aires,10,742631.06,0.05
2668,2025-09-08,P019,C0348,101,Buenos Aires,5,23853.08,0.0
2669,2024-03-22,P022,C0933,124,Tucumán,3,612999.06,0.05
2670,2023-06-23,P029,C1299,109,Formosa,14,640800.5,0.2
2671,2025-06-12,P024,C0333,124,Tucumán,4,80790.56,0.0
2672,2023-10-18,P020,C0887,102,Ciudad Autónoma de Buenos Aires,3,489324.18,0.1
2673,2025-07-01,P005,C0458,113,Mendoza,14,285299.25,0.0
